OTU ,Taxa,Kingdom,Phylum,Class,Order,Family,Genus,Species
2245,"d:Eukaryota(0.7411),p:Ochrophyta(0.1592),c:Diatomea(0.0870),o:Bacillariophytina(0.0156),f:Bacillariophyceae(0.0061),g:Nitzschia(0.0015)",Eukaryota,Ochrophyta,Diatomea,Bacillariophytina,Bacillariophyceae,Nitzschia,
2246,"d:Eukaryota(0.6281),p:Ciliophora(0.1192),c:Intramacronucleata(0.0637),o:Spirotrichea(0.0123),f:Unknown_Family_1003834(0.0039),g:Unknown_Genus_1001751(0.0013)",Eukaryota,Ciliophora,Intramacronucleata,Spirotrichea,Unknown_Family_1003834,Unknown_Genus_1001751,
2247,"d:Eukaryota(0.6959),p:Ochrophyta(0.1458),c:Diatomea(0.0793),o:Bacillariophytina(0.0134),f:Bacillariophyceae(0.0050),g:Nitzschia(0.0015)",Eukaryota,Ochrophyta,Diatomea,Bacillariophytina,Bacillariophyceae,Nitzschia,
2248,"d:Eukaryota(0.4020),p:Ciliophora(0.0392),c:Intramacronucleata(0.0171),o:Spirotrichea(0.0056),f:Oligotrichia(0.0010),g:Pseudotontonia(0.0010)",Eukaryota,Ciliophora,Intramacronucleata,Spirotrichea,Oligotrichia,Pseudotontonia,
2249,"d:Eukaryota(1.0000),p:Protalveolata(0.2888),c:Syndiniales(0.1798),o:Unknown_Order_1003905(0.0769),f:Unknown_Family_1003906(0.0394),g:Amoebophrya(0.0121)",Eukaryota,Protalveolata,Syndiniales,Unknown_Order_1003905,Unknown_Family_1003906,Amoebophrya,
2250,"d:Eukaryota(0.7864),p:Apicomplexa(0.1858),c:Conoidasida(0.1026),o:Coccidia(0.0178),f:Eimeriorina(0.0073),g:Goussia(0.0017)",Eukaryota,Apicomplexa,Conoidasida,Coccidia,Eimeriorina,Goussia,
2251,"d:Eukaryota(0.8316),p:Annelida(0.1725),c:Polychaeta(0.0948),o:Phyllodocida(0.0167),f:Unknown_Family_1003320(0.0067),g:Unknown_Genus_1001197(0.0017)",Eukaryota,Annelida,Polychaeta,Phyllodocida,Unknown_Family_1003320,Unknown_Genus_1001197,
2252,"d:Eukaryota(0.7864),p:Ochrophyta(0.1858),c:Diatomea(0.1026),o:Bacillariophytina(0.0156),f:Bacillariophyceae(0.0061),g:Fragilariopsis(0.0016)",Eukaryota,Ochrophyta,Diatomea,Bacillariophytina,Bacillariophyceae,Fragilariopsis,
2253,"d:Eukaryota(1.0000),p:Basidiomycota(0.2392),c:Agaricomycetes(0.1337),o:Cantharellales(0.0212),f:Hydnaceae(0.0090),g:Hydnum(0.0019)",Eukaryota,Basidiomycota,Agaricomycetes,Cantharellales,Hydnaceae,Hydnum,
2254,"d:Eukaryota(0.7185),p:Basidiomycota(0.1725),c:Agaricomycetes(0.0948),o:Cantharellales(0.0145),f:Hydnaceae(0.0056),g:Hydnum(0.0015)",Eukaryota,Basidiomycota,Agaricomycetes,Cantharellales,Hydnaceae,Hydnum,
2255,"d:Eukaryota(0.6281),p:Dinoflagellata(0.1192),c:Dinophyceae(0.0637),o:Peridiniphycidae(0.0123),f:Peridiniales(0.0044),g:Diplopsalis(0.0013)",Eukaryota,Dinoflagellata,Dinophyceae,Peridiniphycidae,Peridiniales,Diplopsalis,
2256,"d:Eukaryota(1.0000),p:Ochrophyta(0.4257),c:Diatomea(0.3104),o:Bacillariophytina(0.0769),f:Bacillariophyceae(0.0394),g:Fragilariopsis(0.0121)",Eukaryota,Ochrophyta,Diatomea,Bacillariophytina,Bacillariophyceae,Fragilariopsis,
2257,"d:Eukaryota(1.0000),p:Dinoflagellata(0.3231),c:Dinophyceae(0.2125),o:Gymnodiniphycidae(0.1115),f:Gymnodinium_clade(0.0578),g:Spiniferodinium(0.0180)",Eukaryota,Dinoflagellata,Dinophyceae,Gymnodiniphycidae,Gymnodinium_clade,Spiniferodinium,
2258,"d:Eukaryota(0.6507),p:Ciliophora(0.1192),c:Intramacronucleata(0.0637),o:Spirotrichea(0.0123),f:Hypotrichia(0.0044),g:Uronychia(0.0014)",Eukaryota,Ciliophora,Intramacronucleata,Spirotrichea,Hypotrichia,Uronychia,
2259,"d:Eukaryota(1.0000),p:Prymnesiophyceae(0.7879),c:Prymnesiales(0.7400),o:Unknown_Order_1003167(0.7515),f:Unknown_Family_1003168(0.8107),g:OLI51059(0.6733)",Eukaryota,Prymnesiophyceae,Prymnesiales,Unknown_Order_1003167,Unknown_Family_1003168,OLI51059,
2260,"d:Eukaryota(0.8994),p:Cryptomonadales(0.2125),c:Unknown_Class_1003091(0.1181),o:Unknown_Order_1003092(0.0201),f:Unknown_Family_1003093(0.0084),g:Teleaulax(0.0019)",Eukaryota,Cryptomonadales,Unknown_Class_1003091,Unknown_Order_1003092,Unknown_Family_1003093,Teleaulax,
2261,"d:Eukaryota(0.4473),p:Phragmoplastophyta(0.0525),c:Embryophyta(0.0248),o:Malvales(0.0067),f:Unknown_Family_1002942(0.0016),g:Gossypium(0.0011)",Eukaryota,Phragmoplastophyta,Embryophyta,Malvales,Unknown_Family_1002942,Gossypium,
2262,"d:Eukaryota(0.7185),p:Apicomplexa(0.1592),c:Aconoidasida(0.0793),o:Piroplasmorida(0.0145),f:Unknown_Family_1003818(0.0056),g:Theileria(0.0015)",Eukaryota,Apicomplexa,Aconoidasida,Piroplasmorida,Unknown_Family_1003818,Theileria,
2263,"d:Eukaryota(0.7638),p:Cryptomonadales(0.1592),c:Unknown_Class_1003091(0.0870),o:Unknown_Order_1003092(0.0156),f:Unknown_Family_1003093(0.0061),g:Teleaulax(0.0016)",Eukaryota,Cryptomonadales,Unknown_Class_1003091,Unknown_Order_1003092,Unknown_Family_1003093,Teleaulax,
2264,"d:Eukaryota(0.9220),p:Dinoflagellata(0.1992),c:Dinophyceae(0.1104),o:Gymnodiniphycidae(0.0189),f:Gymnodinium_clade(0.0078),g:Erythropsidinium(0.0018)",Eukaryota,Dinoflagellata,Dinophyceae,Gymnodiniphycidae,Gymnodinium_clade,Erythropsidinium,
2265,"d:Eukaryota(0.6733),p:Ochrophyta(0.1458),c:Diatomea(0.0793),o:Bacillariophytina(0.0134),f:Bacillariophyceae(0.0050),g:Nitzschia(0.0014)",Eukaryota,Ochrophyta,Diatomea,Bacillariophytina,Bacillariophyceae,Nitzschia,
2266,"d:Eukaryota(0.7185),p:Dinoflagellata(0.1458),c:Incertae_Sedis_9341(0.0793),o:Unknown_Order_1003865(0.0145),f:Unknown_Family_1003866(0.0056),g:Blastodinium(0.0015)",Eukaryota,Dinoflagellata,Incertae_Sedis_9341,Unknown_Order_1003865,Unknown_Family_1003866,Blastodinium,
2267,"d:Eukaryota(1.0000),p:Ochrophyta(0.4600),c:Chrysophyceae(0.2778),o:Synurales(0.1805),f:Unknown_Family_1004204(0.0946),g:Mallomonas(0.0298)",Eukaryota,Ochrophyta,Chrysophyceae,Synurales,Unknown_Family_1004204,Mallomonas,
2268,"d:Eukaryota(0.8768),p:Dinoflagellata(0.1858),c:Dinophyceae(0.1026),o:Peridiniphycidae(0.0178),f:Thoracosphaeraceae(0.0073),g:Pfiesteria(0.0017)",Eukaryota,Dinoflagellata,Dinophyceae,Peridiniphycidae,Thoracosphaeraceae,Pfiesteria,
2269,"d:Eukaryota(0.8090),p:Discosea(0.1858),c:Longamoebia(0.1026),o:Centramoebida(0.0178),f:Unknown_Family_1002759(0.0073),g:Acanthamoeba(0.0017)",Eukaryota,Discosea,Longamoebia,Centramoebida,Unknown_Family_1002759,Acanthamoeba,
2270,"d:Eukaryota(0.9672),p:Ochrophyta(0.3744),c:Diatomea(0.2614),o:Bacillariophytina(0.0212),f:Bacillariophyceae(0.0090),g:Nitzschia(0.0019)",Eukaryota,Ochrophyta,Diatomea,Bacillariophytina,Bacillariophyceae,Nitzschia,
2271,"d:Eukaryota(0.7185),p:Cnidaria(0.1592),c:Anthozoa(0.0793),o:Actiniaria(0.0145),f:Unknown_Family_1003256(0.0056),g:Unknown_Genus_1001555(0.0015)",Eukaryota,Cnidaria,Anthozoa,Actiniaria,Unknown_Family_1003256,Unknown_Genus_1001555,
2272,"d:Eukaryota(0.9446),p:Ochrophyta(0.2546),c:Diatomea(0.1259),o:Bacillariophytina(0.0201),f:Bacillariophyceae(0.0084),g:Nitzschia(0.0018)",Eukaryota,Ochrophyta,Diatomea,Bacillariophytina,Bacillariophyceae,Nitzschia,
2273,"d:Eukaryota(0.2664),p:Basidiomycota(0.0225),c:Agaricomycetes(0.0097),o:Boletales(0.0039),f:Boletaceae(0.0005),g:Strobilomyces(0.0008)",Eukaryota,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Strobilomyces,
2274,"d:Eukaryota(0.6959),p:Cnidaria(0.1458),c:Anthozoa(0.0793),o:Alcyonacea(0.0145),f:Unknown_Family_1003263(0.0056),g:Unknown_Genus_1001562(0.0015)",Eukaryota,Cnidaria,Anthozoa,Alcyonacea,Unknown_Family_1003263,Unknown_Genus_1001562,
2275,"d:Eukaryota(0.9672),p:Dinoflagellata(0.2125),c:Dinophyceae(0.1181),o:Gymnodiniphycidae(0.0201),f:Unknown_Family_1003853(0.0084),g:Gyrodinium(0.0019)",Eukaryota,Dinoflagellata,Dinophyceae,Gymnodiniphycidae,Unknown_Family_1003853,Gyrodinium,
2276,"d:Eukaryota(1.0000),p:Dinoflagellata(0.4428),c:Dinophyceae(0.3267),o:Gymnodiniphycidae(0.2323),f:Gymnodinium_clade(0.1223),g:Spiniferodinium(0.0387)",Eukaryota,Dinoflagellata,Dinophyceae,Gymnodiniphycidae,Gymnodinium_clade,Spiniferodinium,
2277,"d:Eukaryota(0.7411),p:Dinoflagellata(0.1458),c:Dinophyceae(0.0793),o:Gymnodiniphycidae(0.0145),f:Incertae_Sedis_9247(0.0056),g:Cochlodinium(0.0015)",Eukaryota,Dinoflagellata,Dinophyceae,Gymnodiniphycidae,Incertae_Sedis_9247,Cochlodinium,
2278,"d:Eukaryota(0.7411),p:Ciliophora(0.1725),c:Intramacronucleata(0.0948),o:Spirotrichea(0.0145),f:Euplotia(0.0056),g:Diophrys(0.0015)",Eukaryota,Ciliophora,Intramacronucleata,Spirotrichea,Euplotia,Diophrys,
2279,"d:Eukaryota(0.8768),p:Ciliophora(0.1992),c:Intramacronucleata(0.1104),o:Spirotrichea(0.0178),f:Hypotrichia(0.0073),g:Unknown_Genus_1001753(0.0017)",Eukaryota,Ciliophora,Intramacronucleata,Spirotrichea,Hypotrichia,Unknown_Genus_1001753,
2280,"d:Eukaryota(1.0000),p:Ochrophyta(0.5648),c:Diatomea(0.4059),o:Bacillariophytina(0.1632),f:Bacillariophyceae(0.0854),g:Nitzschia(0.0269)",Eukaryota,Ochrophyta,Diatomea,Bacillariophytina,Bacillariophyceae,Nitzschia,
2281,"d:Eukaryota(0.8316),p:Ochrophyta(0.2125),c:Diatomea(0.1181),o:Bacillariophytina(0.0167),f:Bacillariophyceae(0.0067),g:Fragilariopsis(0.0017)",Eukaryota,Ochrophyta,Diatomea,Bacillariophytina,Bacillariophyceae,Fragilariopsis,
2282,"d:Eukaryota(0.5151),p:Unknown_Phylum_1002968(0.0792),c:Chlorophyceae(0.0404),o:Unknown_Order_1002976(0.0089),f:Unknown_Family_1002977(0.0027),g:Unknown_Genus_1001093(0.0012)",Eukaryota,Unknown_Phylum_1002968,Chlorophyceae,Unknown_Order_1002976,Unknown_Family_1002977,Unknown_Genus_1001093,
2283,"d:Eukaryota(1.0000),p:Phragmoplastophyta(0.5653),c:Embryophyta(0.4014),o:Malpighiales(0.3352),f:Unknown_Family_1002941(0.1977),g:Melanolepis(0.0628)",Eukaryota,Phragmoplastophyta,Embryophyta,Malpighiales,Unknown_Family_1002941,Melanolepis,
2284,"d:Eukaryota(0.7411),p:Dinoflagellata(0.1458),c:Dinophyceae(0.0793),o:Gymnodiniphycidae(0.0145),f:Suessiaceae(0.0056),g:Biecheleria(0.0015)",Eukaryota,Dinoflagellata,Dinophyceae,Gymnodiniphycidae,Suessiaceae,Biecheleria,
2285,"d:Eukaryota(0.8316),p:Ciliophora(0.1992),c:Intramacronucleata(0.1104),o:Spirotrichea(0.0189),f:Hypotrichia(0.0067),g:Anteholosticha(0.0017)",Eukaryota,Ciliophora,Intramacronucleata,Spirotrichea,Hypotrichia,Anteholosticha,
2286,"d:Eukaryota(0.8090),p:Dinoflagellata(0.1592),c:Dinophyceae(0.0870),o:Gymnodiniphycidae(0.0156),f:Suessiaceae(0.0061),g:Unknown_Genus_1001773(0.0016)",Eukaryota,Dinoflagellata,Dinophyceae,Gymnodiniphycidae,Suessiaceae,Unknown_Genus_1001773,
2287,"d:Eukaryota(0.6733),p:Ochrophyta(0.1325),c:Diatomea(0.0715),o:Bacillariophytina(0.0123),f:Bacillariophyceae(0.0044),g:Nitzschia(0.0014)",Eukaryota,Ochrophyta,Diatomea,Bacillariophytina,Bacillariophyceae,Nitzschia,
2288,"d:Eukaryota(0.9220),p:Ochrophyta(0.2717),c:Diatomea(0.1635),o:Bacillariophytina(0.0189),f:Bacillariophyceae(0.0078),g:Nitzschia(0.0018)",Eukaryota,Ochrophyta,Diatomea,Bacillariophytina,Bacillariophyceae,Nitzschia,
2289,"d:Eukaryota(0.8090),p:Ochrophyta(0.2125),c:Diatomea(0.1181),o:Bacillariophytina(0.0167),f:Bacillariophyceae(0.0067),g:Fragilariopsis(0.0017)",Eukaryota,Ochrophyta,Diatomea,Bacillariophytina,Bacillariophyceae,Fragilariopsis,
2290,"d:Eukaryota(0.2664),p:Dinoflagellata(0.0225),c:Dinophyceae(0.0097),o:Gymnodiniphycidae(0.0039),f:Suessiaceae(0.0004),g:Unknown_Genus_1001773(0.0007)",Eukaryota,Dinoflagellata,Dinophyceae,Gymnodiniphycidae,Suessiaceae,Unknown_Genus_1001773,
2291,"d:Eukaryota(0.6055),p:Discosea(0.1058),c:Longamoebia(0.0559),o:Centramoebida(0.0112),f:Unknown_Family_1002759(0.0039),g:Acanthamoeba(0.0013)",Eukaryota,Discosea,Longamoebia,Centramoebida,Unknown_Family_1002759,Acanthamoeba,
2292,"d:Eukaryota(0.1534),p:Dinoflagellata(0.0103),c:Dinophyceae(0.0045),o:SL163A10(0.0018),f:Unknown_Family_1003863(0.0002),g:Unknown_Genus_1001783(0.0004)",Eukaryota,Dinoflagellata,Dinophyceae,SL163A10,Unknown_Family_1003863,Unknown_Genus_1001783,
2293,"d:Eukaryota(0.8768),p:Cnidaria(0.2258),c:Anthozoa(0.1104),o:Actiniaria(0.0189),f:Unknown_Family_1003256(0.0078),g:Unknown_Genus_1001555(0.0018)",Eukaryota,Cnidaria,Anthozoa,Actiniaria,Unknown_Family_1003256,Unknown_Genus_1001555,
2294,"d:Eukaryota(0.6733),p:Dinoflagellata(0.1325),c:Dinophyceae(0.0715),o:SL163A10(0.0123),f:Unknown_Family_1003863(0.0044),g:Unknown_Genus_1001783(0.0014)",Eukaryota,Dinoflagellata,Dinophyceae,SL163A10,Unknown_Family_1003863,Unknown_Genus_1001783,
2295,"d:Eukaryota(0.7638),p:Basidiomycota(0.1592),c:Agaricomycetes(0.0870),o:Hymenochaetales(0.0156),f:Rickenellaceae(0.0061),g:Skvortzovia(0.0016)",Eukaryota,Basidiomycota,Agaricomycetes,Hymenochaetales,Rickenellaceae,Skvortzovia,
2296,"d:Eukaryota(0.6733),p:Dinoflagellata(0.1458),c:Dinophyceae(0.0715),o:Gymnodiniphycidae(0.0134),f:Suessiaceae(0.0050),g:Symbiodinium(0.0014)",Eukaryota,Dinoflagellata,Dinophyceae,Gymnodiniphycidae,Suessiaceae,Symbiodinium,
2297,"d:Eukaryota(0.2212),p:Phragmoplastophyta(0.0184),c:Embryophyta(0.0080),o:Malvales(0.0032),f:Unknown_Family_1002942(0.0004),g:Gossypium(0.0007)",Eukaryota,Phragmoplastophyta,Embryophyta,Malvales,Unknown_Family_1002942,Gossypium,
2298,"d:Eukaryota(1.0000),p:Dinoflagellata(0.4942),c:Dinophyceae(0.3757),o:Gymnodiniphycidae(0.2803),f:Gymnodinium_clade(0.1504),g:Spiniferodinium(0.0507)",Eukaryota,Dinoflagellata,Dinophyceae,Gymnodiniphycidae,Gymnodinium_clade,Spiniferodinium,
2299,"d:Eukaryota(0.9446),p:Dinoflagellata(0.2125),c:Dinophyceae(0.1181),o:Gymnodiniphycidae(0.0201),f:Gymnodinium_clade(0.0084),g:Gymnodinium(0.0019)",Eukaryota,Dinoflagellata,Dinophyceae,Gymnodiniphycidae,Gymnodinium_clade,Gymnodinium,
2300,"d:Eukaryota(0.2890),p:Prymnesiophyceae(0.0392),c:Unknown_Class_1003158(0.0115),o:Unknown_Order_1003159(0.0046),f:Unknown_Family_1003160(0.0006),g:Phaeocystis(0.0009)",Eukaryota,Prymnesiophyceae,Unknown_Class_1003158,Unknown_Order_1003159,Unknown_Family_1003160,Phaeocystis,
2301,"d:Eukaryota(1.0000),p:Ochrophyta(0.3231),c:Diatomea(0.1798),o:Bacillariophytina(0.0424),f:Bacillariophyceae(0.0209),g:Hantzschia(0.0032)",Eukaryota,Ochrophyta,Diatomea,Bacillariophytina,Bacillariophyceae,Hantzschia,
2302,"d:Eukaryota(0.7638),p:Cnidaria(0.1725),c:Anthozoa(0.0948),o:Alcyonacea(0.0167),f:Unknown_Family_1003263(0.0067),g:Unknown_Genus_1001562(0.0017)",Eukaryota,Cnidaria,Anthozoa,Alcyonacea,Unknown_Family_1003263,Unknown_Genus_1001562,
2303,"d:Eukaryota(1.0000),p:Protalveolata(0.3573),c:Syndiniales(0.2451),o:Unknown_Order_1003905(0.1460),f:Unknown_Family_1003906(0.0762),g:Amoebophrya(0.0239)",Eukaryota,Protalveolata,Syndiniales,Unknown_Order_1003905,Unknown_Family_1003906,Amoebophrya,
2304,"d:Eukaryota(0.8994),p:Ciliophora(0.1992),c:Intramacronucleata(0.1104),o:Spirotrichea(0.0189),f:Hypotrichia(0.0078),g:uncultured_9182(0.0017)",Eukaryota,Ciliophora,Intramacronucleata,Spirotrichea,Hypotrichia,uncultured_9182,
2305,"d:Eukaryota(0.8542),p:Arthropoda(0.1992),c:Insecta(0.1026),o:Lepismatidae(0.0178),f:Unknown_Family_1003404(0.0073),g:Unknown_Genus_1001273(0.0017)",Eukaryota,Arthropoda,Insecta,Lepismatidae,Unknown_Family_1003404,Unknown_Genus_1001273,
2306,"d:Eukaryota(0.7411),p:Ciliophora(0.1592),c:Intramacronucleata(0.0870),o:Spirotrichea(0.0156),f:Hypotrichia(0.0056),g:Uroleptus(0.0015)",Eukaryota,Ciliophora,Intramacronucleata,Spirotrichea,Hypotrichia,Uroleptus,
2307,"d:Eukaryota(1.0000),p:Protalveolata(0.3060),c:Syndiniales(0.1961),o:Unknown_Order_1003905(0.0942),f:Syndiniales_Group_III(0.0486),g:Unknown_Genus_1001803(0.0150)",Eukaryota,Protalveolata,Syndiniales,Unknown_Order_1003905,Syndiniales_Group_III,Unknown_Genus_1001803,
2308,"d:Eukaryota(0.9672),p:Dinoflagellata(0.2125),c:Dinophyceae(0.1181),o:Gymnodiniphycidae(0.0201),f:Unknown_Family_1003853(0.0084),g:Gyrodinium(0.0019)",Eukaryota,Dinoflagellata,Dinophyceae,Gymnodiniphycidae,Unknown_Family_1003853,Gyrodinium,
2309,"d:Eukaryota(1.0000),p:Ciliophora(0.3060),c:Intramacronucleata(0.1961),o:Spirotrichea(0.0597),f:Hypotrichia(0.0209),g:Unknown_Genus_1001753(0.0032)",Eukaryota,Ciliophora,Intramacronucleata,Spirotrichea,Hypotrichia,Unknown_Genus_1001753,
2310,"d:Eukaryota(1.0000),p:Ciliophora(1.0000),c:Intramacronucleata(1.0000),o:Spirotrichea(1.0000),f:Euplotia(0.9345),g:Diophrys(0.9090)",Eukaryota,Ciliophora,Intramacronucleata,Spirotrichea,Euplotia,Diophrys,
2311,"d:Eukaryota(1.0000),p:Ciliophora(0.5455),c:Intramacronucleata(0.3969),o:Spirotrichea(0.2912),f:Choreotrichia(0.0946),g:uncultured_9117(0.0269)",Eukaryota,Ciliophora,Intramacronucleata,Spirotrichea,Choreotrichia,uncultured_9117,
2312,"d:Eukaryota(0.7185),p:Ciliophora(0.1592),c:Intramacronucleata(0.0870),o:Spirotrichea(0.0156),f:Hypotrichia(0.0056),g:Pattersoniella(0.0015)",Eukaryota,Ciliophora,Intramacronucleata,Spirotrichea,Hypotrichia,Pattersoniella,
2313,"d:Eukaryota(0.6959),p:Ciliophora(0.1325),c:Intramacronucleata(0.0715),o:Spirotrichea(0.0134),f:Hypotrichia(0.0050),g:Anteholosticha(0.0015)",Eukaryota,Ciliophora,Intramacronucleata,Spirotrichea,Hypotrichia,Anteholosticha,
2314,"d:Eukaryota(0.6507),p:Dinoflagellata(0.1192),c:Dinophyceae(0.0637),o:Gymnodiniphycidae(0.0123),f:Suessiaceae(0.0044),g:Symbiodinium(0.0014)",Eukaryota,Dinoflagellata,Dinophyceae,Gymnodiniphycidae,Suessiaceae,Symbiodinium,
2315,"d:Eukaryota(0.7185),p:Ciliophora(0.1458),c:Intramacronucleata(0.0793),o:Spirotrichea(0.0145),f:Euplotia(0.0056),g:Diophrys(0.0015)",Eukaryota,Ciliophora,Intramacronucleata,Spirotrichea,Euplotia,Diophrys,
2316,"d:Eukaryota(0.6959),p:Ciliophora(0.1325),c:Intramacronucleata(0.0715),o:Spirotrichea(0.0134),f:Euplotia(0.0050),g:Diophrys(0.0015)",Eukaryota,Ciliophora,Intramacronucleata,Spirotrichea,Euplotia,Diophrys,
2317,"d:Eukaryota(0.7864),p:Ciliophora(0.1592),c:Intramacronucleata(0.0870),o:Spirotrichea(0.0156),f:Hypotrichia(0.0061),g:Uroleptus(0.0016)",Eukaryota,Ciliophora,Intramacronucleata,Spirotrichea,Hypotrichia,Uroleptus,
2318,"d:Eukaryota(0.9220),p:Protalveolata(0.1992),c:Syndiniales(0.1104),o:Unknown_Order_1003905(0.0189),f:Unknown_Family_1003906(0.0078),g:Amoebophrya(0.0018)",Eukaryota,Protalveolata,Syndiniales,Unknown_Order_1003905,Unknown_Family_1003906,Amoebophrya,
2319,"d:Eukaryota(0.6055),p:Dinoflagellata(0.1058),c:Dinophyceae(0.0559),o:Prorocentrales(0.0112),f:Unknown_Family_1003856(0.0039),g:Prorocentrum(0.0013)",Eukaryota,Dinoflagellata,Dinophyceae,Prorocentrales,Unknown_Family_1003856,Prorocentrum,
2320,"d:Eukaryota(0.9672),p:Cnidaria(0.2546),c:Anthozoa(0.1337),o:Actiniaria(0.0252),f:Unknown_Family_1003256(0.0117),g:Unknown_Genus_1001555(0.0032)",Eukaryota,Cnidaria,Anthozoa,Actiniaria,Unknown_Family_1003256,Unknown_Genus_1001555,
2321,"d:Eukaryota(0.6281),p:Ciliophora(0.1058),c:Intramacronucleata(0.0559),o:Spirotrichea(0.0112),f:Euplotia(0.0039),g:Diophrys(0.0013)",Eukaryota,Ciliophora,Intramacronucleata,Spirotrichea,Euplotia,Diophrys,
2322,"d:Eukaryota(0.6733),p:Discosea(0.1458),c:Longamoebia(0.0793),o:Centramoebida(0.0145),f:Unknown_Family_1002759(0.0056),g:Acanthamoeba(0.0015)",Eukaryota,Discosea,Longamoebia,Centramoebida,Unknown_Family_1002759,Acanthamoeba,
2323,"d:Eukaryota(0.8090),p:Ochrophyta(0.1858),c:Diatomea(0.1026),o:Bacillariophytina(0.0167),f:Bacillariophyceae(0.0067),g:Nitzschia(0.0017)",Eukaryota,Ochrophyta,Diatomea,Bacillariophytina,Bacillariophyceae,Nitzschia,
2324,"d:Eukaryota(1.0000),p:Dinoflagellata(0.4600),c:Dinophyceae(0.3431),o:Gymnodiniphycidae(0.2495),f:Gymnodinium_clade(0.1315),g:Spiniferodinium(0.0426)",Eukaryota,Dinoflagellata,Dinophyceae,Gymnodiniphycidae,Gymnodinium_clade,Spiniferodinium,
2325,"d:Eukaryota(0.6959),p:Dinoflagellata(0.1325),c:Dinophyceae(0.0715),o:Gymnodiniphycidae(0.0134),f:Incertae_Sedis_9247(0.0050),g:Cochlodinium(0.0015)",Eukaryota,Dinoflagellata,Dinophyceae,Gymnodiniphycidae,Incertae_Sedis_9247,Cochlodinium,
2326,"d:Eukaryota(0.6959),p:Ochrophyta(0.1458),c:Diatomea(0.0793),o:Coscinodiscophytina(0.0134),f:Fragilariales(0.0050),g:Licmophora(0.0015)",Eukaryota,Ochrophyta,Diatomea,Coscinodiscophytina,Fragilariales,Licmophora,
2327,"d:Eukaryota(0.8316),p:Apicomplexa(0.2125),c:Conoidasida(0.1181),o:Coccidia(0.0201),f:Eimeriorina(0.0084),g:Besnoitia(0.0017)",Eukaryota,Apicomplexa,Conoidasida,Coccidia,Eimeriorina,Besnoitia,
2328,"d:Eukaryota(1.0000),p:Dinoflagellata(0.2258),c:Dinophyceae(0.1259),o:Gymnodiniphycidae(0.0212),f:Gymnodinium_clade(0.0090),g:Spiniferodinium(0.0019)",Eukaryota,Dinoflagellata,Dinophyceae,Gymnodiniphycidae,Gymnodinium_clade,Spiniferodinium,
2329,"d:Eukaryota(0.9446),p:Dinoflagellata(0.1992),c:Dinophyceae(0.1104),o:Gymnodiniphycidae(0.0189),f:Gymnodinium_clade(0.0078),g:Gymnodinium(0.0018)",Eukaryota,Dinoflagellata,Dinophyceae,Gymnodiniphycidae,Gymnodinium_clade,Gymnodinium,
2330,"d:Eukaryota(0.7185),p:Cnidaria(0.1458),c:Anthozoa(0.0793),o:Alcyonacea(0.0145),f:Unknown_Family_1003263(0.0056),g:Unknown_Genus_1001562(0.0015)",Eukaryota,Cnidaria,Anthozoa,Alcyonacea,Unknown_Family_1003263,Unknown_Genus_1001562,
2331,"d:Eukaryota(0.7864),p:Ciliophora(0.1592),c:Intramacronucleata(0.0870),o:Spirotrichea(0.0156),f:Euplotia(0.0061),g:Diophrys(0.0016)",Eukaryota,Ciliophora,Intramacronucleata,Spirotrichea,Euplotia,Diophrys,
2332,"d:Eukaryota(0.9220),p:Ciliophora(0.2888),c:Intramacronucleata(0.1798),o:Spirotrichea(0.0597),f:Hypotrichia(0.0084),g:Unknown_Genus_1001753(0.0018)",Eukaryota,Ciliophora,Intramacronucleata,Spirotrichea,Hypotrichia,Unknown_Genus_1001753,
2333,"d:Eukaryota(0.3568),p:Apicomplexa(0.0265),c:Aconoidasida(0.0115),o:Piroplasmorida(0.0046),f:Unknown_Family_1003818(0.0006),g:Theileria(0.0009)",Eukaryota,Apicomplexa,Aconoidasida,Piroplasmorida,Unknown_Family_1003818,Theileria,
2334,"d:Eukaryota(0.5377),p:Dinoflagellata(0.0925),c:Dinophyceae(0.0482),o:Gymnodiniphycidae(0.0089),f:Gymnodinium_clade(0.0027),g:Gymnodinium(0.0012)",Eukaryota,Dinoflagellata,Dinophyceae,Gymnodiniphycidae,Gymnodinium_clade,Gymnodinium,
2335,"d:Eukaryota(0.7638),p:Ciliophora(0.1725),c:Intramacronucleata(0.0948),o:Spirotrichea(0.0167),f:Euplotia(0.0067),g:Diophrys(0.0016)",Eukaryota,Ciliophora,Intramacronucleata,Spirotrichea,Euplotia,Diophrys,
2336,"d:Eukaryota(1.0000),p:Dinoflagellata(0.4942),c:Dinophyceae(0.3757),o:Gymnodiniphycidae(0.2668),f:Kareniaceae(0.1410),g:Karlodinium(0.0466)",Eukaryota,Dinoflagellata,Dinophyceae,Gymnodiniphycidae,Kareniaceae,Karlodinium,
2337,"d:Eukaryota(0.9446),p:Discosea(0.2258),c:Longamoebia(0.1259),o:Centramoebida(0.0212),f:Unknown_Family_1002759(0.0090),g:Acanthamoeba(0.0019)",Eukaryota,Discosea,Longamoebia,Centramoebida,Unknown_Family_1002759,Acanthamoeba,
