"","OTU","SAMPLE_123257","SAMPLE_123258","SAMPLE_123259","SAMPLE_123260","SAMPLE_123261","SAMPLE_123262","SAMPLE_123263","SAMPLE_123264","SAMPLE_123265","SAMPLE_123266","SAMPLE_123267","SAMPLE_123268","SAMPLE_123269","SAMPLE_123270","SAMPLE_123271","SAMPLE_123272","SAMPLE_123273","SAMPLE_123274","SAMPLE_123276","SAMPLE_123277","SAMPLE_123278","SAMPLE_123279","SAMPLE_123280","Taxa","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"1332",1558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Bacteroidetes(0.9656),c:Sphingobacteriia(0.7631),o:Sphingobacteriales(0.6549),f:Saprospiraceae(0.4137),g:Lewinella(0.0533)","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Saprospiraceae","Lewinella",NA
"1333",1561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Archaea(1.0000),p:Woesearchaeota__DHVEG_6_(0.9560),c:Unknown_Class_1002110(0.9519),o:Unknown_Order_1002111(0.9707),f:Unknown_Family_1002112(0.9283),g:Unknown_Genus_1000128(0.9729)","Archaea","Woesearchaeota__DHVEG_6_","Unknown_Class_1002110","Unknown_Order_1002111","Unknown_Family_1002112","Unknown_Genus_1000128",NA
"1334",1562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Proteobacteria(0.9698),c:Gammaproteobacteria(0.9778),o:Oceanospirillales(0.9826),f:Alcanivoracaceae(0.9838),g:Kangiella(0.9753)","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Alcanivoracaceae","Kangiella",NA
"1335",1563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Proteobacteria(0.5540),c:Alphaproteobacteria(0.3335),o:Rickettsiales(0.1483),f:RB446(0.0428),g:Unknown_Genus_1000728(0.0022)","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","RB446","Unknown_Genus_1000728",NA
"1336",1565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Proteobacteria(0.2393),c:Deltaproteobacteria(0.0650),o:Desulfuromonadales(0.0262),f:Geobacteraceae(0.0084),g:Unknown_Genus_1000816(0.0005)","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfuromonadales","Geobacteraceae","Unknown_Genus_1000816",NA
"1337",1566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Proteobacteria(0.7992),c:Deltaproteobacteria(0.6254),o:Sh765B_TzT_29(0.5288),f:Unknown_Family_1002579(0.3412),g:Unknown_Genus_1000858(0.0679)","Bacteria","Proteobacteria","Deltaproteobacteria","Sh765B_TzT_29","Unknown_Family_1002579","Unknown_Genus_1000858",NA
"1338",1567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Proteobacteria(0.7152),c:Alphaproteobacteria(0.6106),o:Rhizobiales(0.3877),f:Phyllobacteriaceae(0.2201),g:uncultured_2524(0.0176)","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Phyllobacteriaceae","uncultured_2524",NA
"1339",1568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Cyanobacteria(0.9777),c:Cyanobacteria(0.9735),o:SubsectionI(0.7783),f:FamilyI(0.7424),g:Cyanobacterium(0.8194)","Bacteria","Cyanobacteria","Cyanobacteria","SubsectionI","FamilyI","Cyanobacterium",NA
"1340",1569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Proteobacteria(0.8346),c:Deltaproteobacteria(0.7160),o:Myxococcales(0.6091),f:Nannocystaceae(0.4319),g:uncultured_3233(0.0247)","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Nannocystaceae","uncultured_3233",NA
"1341",1570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Verrucomicrobia(0.9913),c:Opitutae(0.9848),o:Puniceicoccales(0.9828),f:Puniceicoccaceae(0.9836),g:Pelagicoccus(0.9749)","Bacteria","Verrucomicrobia","Opitutae","Puniceicoccales","Puniceicoccaceae","Pelagicoccus",NA
"1342",1576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Cyanobacteria(0.9406),c:Cyanobacteria(0.7396),o:SubsectionI(0.5939),f:FamilyI(0.4137),g:Unknown_Genus_1000443(0.1264)","Bacteria","Cyanobacteria","Cyanobacteria","SubsectionI","FamilyI","Unknown_Genus_1000443",NA
"1343",1577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(0.9054),p:Proteobacteria(0.1882),c:Deltaproteobacteria(0.0609),o:GR_WP33_30(0.0192),f:Unknown_Family_1002573(0.0072),g:Unknown_Genus_1000828(0.0004)","Bacteria","Proteobacteria","Deltaproteobacteria","GR_WP33_30","Unknown_Family_1002573","Unknown_Genus_1000828",NA
"1344",1579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Bacteroidetes(1.0000),c:Cytophagia(1.0000),o:Cytophagales(1.0000),f:Flammeovirgaceae(1.0000),g:Marinoscillum(0.9772)","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Flammeovirgaceae","Marinoscillum",NA
"1345",1582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(0.8306),p:Proteobacteria(0.1179),c:Deltaproteobacteria(0.0445),o:Desulfuromonadales(0.0151),f:Sva1033(0.0059),g:Unknown_Genus_1000824(0.0004)","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfuromonadales","Sva1033","Unknown_Genus_1000824",NA
"1346",1583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Proteobacteria(0.6094),c:TA18(0.3870),o:Unknown_Order_1002648(0.2275),f:Unknown_Family_1002649(0.1193),g:Unknown_Genus_1000997(0.0073)","Bacteria","Proteobacteria","TA18","Unknown_Order_1002648","Unknown_Family_1002649","Unknown_Genus_1000997",NA
"1347",1584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Acidobacteria(0.7315),c:Subgroup_22(0.6688),o:Unknown_Order_1002151(0.5939),f:Unknown_Family_1002152(0.4137),g:Unknown_Genus_1000179(0.1264)","Bacteria","Acidobacteria","Subgroup_22","Unknown_Order_1002151","Unknown_Family_1002152","Unknown_Genus_1000179",NA
"1348",1585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Bacteroidetes(0.7815),c:Sphingobacteriia(0.6180),o:Sphingobacteriales(0.4935),f:NS11_12_marine_group(0.3231),g:Unknown_Genus_1000336(0.0533)","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","NS11_12_marine_group","Unknown_Genus_1000336",NA
"1349",1586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(0.9802),p:Proteobacteria(0.2920),c:TA18(0.0609),o:Unknown_Order_1002648(0.0232),f:Unknown_Family_1002649(0.0084),g:Unknown_Genus_1000997(0.0005)","Bacteria","Proteobacteria","TA18","Unknown_Order_1002648","Unknown_Family_1002649","Unknown_Genus_1000997",NA
"1350",1588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Proteobacteria(0.8699),c:Deltaproteobacteria(0.8339),o:Bdellovibrionales(0.7223),f:Bacteriovoracaceae(0.6504),g:Halobacteriovorax(0.0283)","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","Halobacteriovorax",NA
"1351",1589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Chloroflexi(0.9913),c:Anaerolineae(0.9775),o:Anaerolineales(0.9834),f:Anaerolineaceae(0.9829),g:uncultured_1395(0.9744)","Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","uncultured_1395",NA
"1352",1591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Acidobacteria(0.6647),c:Holophagae(0.5883),o:Subgroup_10(0.3524),f:Sva0725(0.0619),g:Unknown_Genus_1000174(0.0035)","Bacteria","Acidobacteria","Holophagae","Subgroup_10","Sva0725","Unknown_Genus_1000174",NA
"1353",1592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Proteobacteria(0.7992),c:Deltaproteobacteria(0.7867),o:Bdellovibrionales(0.6396),f:Bdellovibrionaceae(0.4681),g:Bdellovibrio(0.3044)","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio",NA
"1354",1593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Proteobacteria(0.9603),c:Gammaproteobacteria(0.9519),o:Oceanospirillales(0.8903),f:SAR86_clade(0.8971),g:Unknown_Genus_1000950(0.9132)","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","SAR86_clade","Unknown_Genus_1000950",NA
"1355",1594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Firmicutes(0.9635),c:Bacilli(0.9797),o:Bacillales(0.8343),f:Staphylococcaceae(0.6964),g:Staphylococcus(0.7470)","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus",NA
"1356",1595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Proteobacteria(0.9230),c:Gammaproteobacteria(0.8339),o:Chromatiales(0.6943),f:Granulosicoccaceae(0.6043),g:Granulosicoccus(0.5700)","Bacteria","Proteobacteria","Gammaproteobacteria","Chromatiales","Granulosicoccaceae","Granulosicoccus",NA
"1357",1596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(0.8556),p:Chloroflexi(0.1530),c:MSB_5B2(0.0486),o:Unknown_Order_1002279(0.0171),f:Unknown_Family_1002280(0.0065),g:Unknown_Genus_1000414(0.0004)","Bacteria","Chloroflexi","MSB_5B2","Unknown_Order_1002279","Unknown_Family_1002280","Unknown_Genus_1000414",NA
"1358",1598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Proteobacteria(0.9656),c:Alphaproteobacteria(0.9790),o:Rhodobacterales(0.9758),f:Rhodobacteraceae(0.9699),g:uncultured_2666(0.9739)","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","uncultured_2666",NA
"1359",1599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Archaea(1.0000),p:Euryarchaeota(1.0000),c:Methanomicrobia(1.0000),o:Methanosarcinales(1.0000),f:Methanosarcinaceae(0.9831),g:Methanococcoides(0.9132)","Archaea","Euryarchaeota","Methanomicrobia","Methanosarcinales","Methanosarcinaceae","Methanococcoides",NA
"1360",1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Proteobacteria(0.9560),c:Deltaproteobacteria(0.9519),o:Desulfobacterales(0.8623),f:Desulfobacteraceae(0.8804),g:Unknown_Genus_1000803(0.0679)","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfobacterales","Desulfobacteraceae","Unknown_Genus_1000803",NA
"1361",1606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Actinobacteria(0.9053),c:Acidimicrobiia(0.8810),o:Acidimicrobiales(0.7783),f:OM1_clade(0.4681),g:Unknown_Genus_1000184(0.3044)","Bacteria","Actinobacteria","Acidimicrobiia","Acidimicrobiales","OM1_clade","Unknown_Genus_1000184",NA
"1362",1608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(0.8057),p:Cloacimonetes(0.1355),c:SHA_4(0.0445),o:Unknown_Order_1002325(0.0151),f:Unknown_Family_1002326(0.0059),g:Unknown_Genus_1000437(0.0004)","Bacteria","Cloacimonetes","SHA_4","Unknown_Order_1002325","Unknown_Family_1002326","Unknown_Genus_1000437",NA
"1363",1609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Proteobacteria(0.9656),c:Deltaproteobacteria(0.9797),o:Myxococcales(0.9758),f:Haliangiaceae(0.9179),g:Haliangium(0.9601)","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Haliangiaceae","Haliangium",NA
"1364",1610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Proteobacteria(0.9571),c:Gammaproteobacteria(0.8103),o:Xanthomonadales(0.6943),f:JTB255_marine_benthic_group(0.4319),g:Unknown_Genus_1000984(0.1411)","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","JTB255_marine_benthic_group","Unknown_Genus_1000984",NA
"1365",1612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Proteobacteria(1.0000),c:Epsilonproteobacteria(1.0000),o:Campylobacterales(0.9838),f:Campylobacteraceae(0.9829),g:Sulfurospirillum(0.9756)","Bacteria","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Campylobacteraceae","Sulfurospirillum",NA
"1366",1614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Proteobacteria(0.9560),c:Deltaproteobacteria(0.9302),o:Bdellovibrionales(0.8063),f:Bdellovibrionaceae(0.7884),g:OM27_clade(0.8429)","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bdellovibrionaceae","OM27_clade",NA
"1367",1616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Bacteroidetes(0.7315),c:Flavobacteriia(0.6688),o:Flavobacteriales(0.5939),f:Flavobacteriaceae(0.3412),g:Marixanthomonas(0.0212)","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Marixanthomonas",NA
"1368",1617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Spirochaetae(0.5263),c:Spirochaetes(0.3335),o:Spirochaetales(0.2011),f:Spirochaetaceae(0.1002),g:Treponema_2(0.0011)","Bacteria","Spirochaetae","Spirochaetes","Spirochaetales","Spirochaetaceae","Treponema_2",NA
"1369",1618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Proteobacteria(0.9764),c:Deltaproteobacteria(0.9812),o:Desulfobacterales(0.8623),f:Desulfobacteraceae(0.8804),g:uncultured_3138(0.1411)","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfobacterales","Desulfobacteraceae","uncultured_3138",NA
"1370",1620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Chloroflexi(0.5817),c:SAR202_clade(0.4405),o:Unknown_Order_1002285(0.2539),f:Unknown_Family_1002286(0.1402),g:Unknown_Genus_1000417(0.0104)","Bacteria","Chloroflexi","SAR202_clade","Unknown_Order_1002285","Unknown_Family_1002286","Unknown_Genus_1000417",NA
"1371",1621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Deferribacteres(0.7342),c:Deferribacteres_Incertae_Sedis_11258(0.6924),o:Unknown_Order_11259(0.6091),f:Unknown_Family_11260(0.4319),g:Caldithrix(0.1411)","Bacteria","Deferribacteres","Deferribacteres_Incertae_Sedis_11258","Unknown_Order_11259","Unknown_Family_11260","Caldithrix",NA
"1372",1623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Bacteroidetes(0.8699),c:Sphingobacteriia(0.7631),o:Sphingobacteriales(0.6549),f:Saprospiraceae(0.5123),g:uncultured_1272(0.0533)","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Saprospiraceae","uncultured_1272",NA
"1373",1625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Acidobacteria(0.8169),c:Subgroup_22(0.6688),o:Unknown_Order_1002151(0.5939),f:Unknown_Family_1002152(0.4137),g:Unknown_Genus_1000179(0.1264)","Bacteria","Acidobacteria","Subgroup_22","Unknown_Order_1002151","Unknown_Family_1002152","Unknown_Genus_1000179",NA
"1374",1626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Bacteroidetes(0.7992),c:Flavobacteriia(0.6477),o:Flavobacteriales(0.5786),f:NS9_marine_group(0.3412),g:Unknown_Genus_1000316(0.0679)","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","NS9_marine_group","Unknown_Genus_1000316",NA
"1375",1627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Bacteroidetes(0.6924),c:Sphingobacteriia(0.4939),o:Sphingobacteriales(0.2819),f:Saprospiraceae(0.1668),g:uncultured_1272(0.0048)","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Saprospiraceae","uncultured_1272",NA
"1376",1631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Chloroflexi(0.9624),c:Anaerolineae(0.9681),o:Anaerolineales(0.9745),f:Anaerolineaceae(0.9595),g:uncultured_1395(0.9736)","Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","uncultured_1395",NA
"1377",1632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Proteobacteria(0.3446),c:Deltaproteobacteria(0.1546),o:Sva0485(0.0262),f:Unknown_Family_1002580(0.0103),g:Unknown_Genus_1000859(0.0006)","Bacteria","Proteobacteria","Deltaproteobacteria","Sva0485","Unknown_Family_1002580","Unknown_Genus_1000859",NA
"1378",1633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Proteobacteria(0.8699),c:Gammaproteobacteria(0.6688),o:Chromatiales(0.5939),f:Chromatiaceae(0.3956),g:Nitrosococcus(0.1118)","Bacteria","Proteobacteria","Gammaproteobacteria","Chromatiales","Chromatiaceae","Nitrosococcus",NA
"1379",1636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Planctomycetes(0.9635),c:Pla4_lineage(0.9801),o:Unknown_Order_1002516(0.9783),f:Unknown_Family_1002517(0.9848),g:Unknown_Genus_1000650(0.9744)","Bacteria","Planctomycetes","Pla4_lineage","Unknown_Order_1002516","Unknown_Family_1002517","Unknown_Genus_1000650",NA
"1380",1637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Bacteroidetes(0.8699),c:Sphingobacteriia(0.8103),o:Sphingobacteriales(0.6943),f:Saprospiraceae(0.4319),g:uncultured_1272(0.0679)","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Saprospiraceae","uncultured_1272",NA
"1381",1638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Proteobacteria(0.7125),c:Alphaproteobacteria(0.6032),o:Rhodospirillales(0.2819),f:Rhodospirillaceae(0.1668),g:Candidatus_Riegeria(0.0140)","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Candidatus_Riegeria",NA
"1382",1643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Planctomycetes(0.4987),c:Phycisphaerae(0.2800),o:CCM11a(0.0980),f:Unknown_Family_1002500(0.0312),g:Unknown_Genus_1000628(0.0014)","Bacteria","Planctomycetes","Phycisphaerae","CCM11a","Unknown_Family_1002500","Unknown_Genus_1000628",NA
"1383",1644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Bacteroidetes(0.9691),c:Flavobacteriia(0.9775),o:Flavobacteriales(0.9832),f:NS9_marine_group(0.9843),g:Unknown_Genus_1000316(0.9749)","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","NS9_marine_group","Unknown_Genus_1000316",NA
"1384",1645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Gemmatimonadetes(0.8876),c:Gemmatimonadetes(0.9046),o:BD2_11_terrestrial_group(0.7783),f:Unknown_Family_1002387(0.7424),g:Unknown_Genus_1000562(0.8194)","Bacteria","Gemmatimonadetes","Gemmatimonadetes","BD2_11_terrestrial_group","Unknown_Family_1002387","Unknown_Genus_1000562",NA
"1385",1650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Actinobacteria(0.9685),c:Acidimicrobiia(0.9797),o:Acidimicrobiales(0.9796),f:Sva0996_marine_group(0.9387),g:Unknown_Genus_1000185(0.9731)","Bacteria","Actinobacteria","Acidimicrobiia","Acidimicrobiales","Sva0996_marine_group","Unknown_Genus_1000185",NA
"1386",1651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Proteobacteria(0.7815),c:Deltaproteobacteria(0.7160),o:Myxococcales(0.5481),f:Blfdi19(0.2733),g:Unknown_Genus_1000834(0.0283)","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Blfdi19","Unknown_Genus_1000834",NA
"1387",1653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Actinobacteria(0.9678),c:Acidimicrobiia(0.9793),o:Acidimicrobiales(0.9809),f:Sva0996_marine_group(0.9491),g:Unknown_Genus_1000185(0.9734)","Bacteria","Actinobacteria","Acidimicrobiia","Acidimicrobiales","Sva0996_marine_group","Unknown_Genus_1000185",NA
"1388",1654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Bacteroidetes(0.8699),c:WCHB1_32(0.6329),o:Unknown_Order_1002226(0.5481),f:Unknown_Family_1002227(0.3594),g:Unknown_Genus_1000347(0.0825)","Bacteria","Bacteroidetes","WCHB1_32","Unknown_Order_1002226","Unknown_Family_1002227","Unknown_Genus_1000347",NA
"1389",1657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Bacteroidetes(0.9656),c:Cytophagia(0.9735),o:Cytophagales(0.9758),f:Flammeovirgaceae(0.9595),g:Ekhidna(0.9731)","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Flammeovirgaceae","Ekhidna",NA
"1390",1658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Latescibacteria(0.7261),c:Unknown_Class_1002406(0.6403),o:Unknown_Order_1002407(0.5634),f:Unknown_Family_1002408(0.3775),g:Unknown_Genus_1000573(0.0972)","Bacteria","Latescibacteria","Unknown_Class_1002406","Unknown_Order_1002407","Unknown_Family_1002408","Unknown_Genus_1000573",NA
"1391",1660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(0.9552),p:Latescibacteria(0.2393),c:Unknown_Class_1002406(0.0942),o:Unknown_Order_1002407(0.0501),f:Unknown_Family_1002408(0.0173),g:Unknown_Genus_1000573(0.0008)","Bacteria","Latescibacteria","Unknown_Class_1002406","Unknown_Order_1002407","Unknown_Family_1002408","Unknown_Genus_1000573",NA
"1392",1662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Proteobacteria(0.7261),c:Gammaproteobacteria(0.6329),o:Oceanospirillales(0.4230),f:Oceanospirillaceae(0.2733),g:Unknown_Genus_1000947(0.0283)","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Oceanospirillaceae","Unknown_Genus_1000947",NA
"1393",1663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(0.9303),p:Firmicutes(0.1530),c:Clostridia(0.0527),o:Clostridiales(0.0192),f:Syntrophomonadaceae(0.0072),g:uncultured_2079(0.0004)","Bacteria","Firmicutes","Clostridia","Clostridiales","Syntrophomonadaceae","uncultured_2079",NA
"1394",1664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Proteobacteria(0.7638),c:Alphaproteobacteria(0.7396),o:Rhodobacterales(0.5481),f:Rhodobacteraceae(0.3594),g:uncultured_2666(0.0679)","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","uncultured_2666",NA
"1395",1665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Proteobacteria(0.7152),c:Deltaproteobacteria(0.6106),o:Bdellovibrionales(0.3877),f:Bacteriovoracaceae(0.2467),g:Peredibacter(0.0048)","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","Peredibacter",NA
"1396",1666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Proteobacteria(0.9764),c:Alphaproteobacteria(0.9812),o:DB1_14(0.9758),f:Unknown_Family_1002533(0.9699),g:Unknown_Genus_1000663(0.9739)","Bacteria","Proteobacteria","Alphaproteobacteria","DB1_14","Unknown_Family_1002533","Unknown_Genus_1000663",NA
